numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str
1,22.46,4.97,27,38,False,True,False,False,False,False,False,Primaria incompleta,Hombre,SAN MARTIN,Costa,Secano,Otro,Comerciante minorista,No especificado
3,15.78,100.0,40,64,False,False,False,True,False,False,False,Primaria incompleta,Mujer,APURIMAC,Costa,No especificado,Venta,Acopiador,Secano
2,3.37,98.66,23,63,False,True,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Selva,Gravedad,Venta,Empresa/Agroindustria,Gravedad
2,0.31,45.45,30,51,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,JUNIN,Selva,Goteo,Otro,Sin ventas,Gravedad
2,0.67,92.54,50,64,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Acopiador,Gravedad
3,124.0,0.0,32,71,False,False,False,False,False,False,False,Primaria incompleta,Hombre,ICA,Sierra,Gravedad,Venta,Sin ventas,No especificado
6,2.0,98.88,34,46,False,False,True,False,False,False,False,Primaria incompleta,Hombre,ANCASH,Selva,Gravedad,Venta,Acopiador,Secano
1,15.0,98.99,27,69,False,False,True,False,False,False,False,Primaria incompleta,Hombre,TUMBES,Selva,No especificado,Autoconsumo,Acopiador,Secano
3,10.0,99.91,30,43,False,False,True,False,False,False,False,Secundaria completa,Hombre,TUMBES,Costa,Secano,Venta,Acopiador,Secano
2,21.0,92.59,30,53,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,HUANUCO,Costa,Gravedad,Venta,Comerciante minorista,Secano
9,11.5,97.75,33,52,False,False,True,False,False,False,False,Primaria completa,Hombre,CUSCO,Costa,Gravedad,Autoconsumo,Acopiador,Secano
7,2.2,100.0,37,56,False,False,True,False,False,False,False,Primaria completa,Mujer,UCAYALI,Selva,Secano,Venta,Sin ventas,Secano
1,1.32,97.91,10,49,False,False,True,False,False,False,True,Secundaria completa,Mujer,TUMBES,Sierra,Secano,Venta,Acopiador,Gravedad
3,13.0,0.0,49,40,False,True,True,False,False,False,False,Primaria incompleta,Hombre,MADRE DE DIOS,Costa,Secano,Venta,Consumidor final,Gravedad
1,12.4,0.0,20,70,False,False,True,False,False,False,False,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Otro,Acopiador,Gravedad
3,1.16,100.0,48,49,False,False,False,False,False,False,False,Superior no universitaria completa,Hombre,TUMBES,Costa,No especificado,Venta,Comerciante mayorista,Gravedad
2,7.0,98.46,10,58,False,False,True,False,False,False,True,Secundaria completa,Mujer,AREQUIPA,Sierra,No especificado,Venta,Comerciante mayorista,Gravedad
2,4.46,4.21,45,30,False,False,False,False,False,False,False,Primaria completa,Hombre,LORETO,Sierra,Secano,Venta,Consumidor final,No especificado
2,5.5,0.0,18,61,False,False,True,False,False,False,False,Primaria completa,Hombre,CAJAMARCA,Costa,Secano,Venta,Acopiador,Gravedad
5,3.8,0.0,48,47,False,False,True,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Selva,Gravedad,Venta,Comerciante mayorista,No especificado
1,3.5,99.68,20,65,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AREQUIPA,Selva,Secano,Otro,Acopiador,Goteo
1,1.9,100.0,46,44,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,MOQUEGUA,Sierra,No especificado,Venta,Comerciante mayorista,Gravedad
1,6.65,0.0,8,51,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ANCASH,Sierra,Otro,Venta,Comerciante mayorista,Secano
2,5.0,0.0,40,63,False,False,True,False,False,False,True,Primaria completa,Hombre,CAJAMARCA,Sierra,Gravedad,Autoconsumo,Acopiador,Gravedad
2,0.21,90.25,40,59,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,JUNIN,Costa,Gravedad,Venta,Acopiador,Gravedad
4,5.5,66.58,30,41,False,True,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Selva,No especificado,Venta,Acopiador,Gravedad
2,7.0,100.0,8,33,False,False,False,False,False,False,True,Superior no universitaria completa,Mujer,HUANCAVELICA,Sierra,Secano,Venta,Acopiador,Secano
1,2.79,100.0,35,76,False,False,True,False,False,False,False,Secundaria completa,Hombre,PIURA,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
1,16.37,15.0,20,40,False,True,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,No especificado,Venta,Comerciante mayorista,Goteo
9,3.38,0.0,28,39,False,True,False,False,False,False,False,Superior universitaria incompleta,Hombre,AYACUCHO,Selva,Goteo,Venta,Acopiador,Gravedad
8,12.0,80.98,10,52,False,False,True,False,False,False,True,Secundaria completa,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
1,6.32,56.08,50,28,False,True,False,False,False,False,False,Primaria incompleta,Hombre,PASCO,Sierra,Aspersion,Venta,Acopiador,Gravedad
1,3.45,23.69,36,50,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Costa,Secano,Venta,Comerciante minorista,Secano
3,3.9,100.0,10,48,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,TUMBES,Costa,Aspersion,Venta,Acopiador,Gravedad
3,496.0,100.0,40,45,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PIURA,Costa,Secano,Autoconsumo,Comerciante mayorista,Secano
11,2.9,99.85,10,27,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LIMA,Selva,Aspersion,Venta,Acopiador,Secano
1,0.9,95.31,13,49,False,False,True,False,False,False,False,Primaria completa,Hombre,PASCO,Costa,Goteo,Autoconsumo,Sin ventas,Gravedad
1,0.23,0.0,27,51,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,TUMBES,Costa,No especificado,Venta,Empresa/Agroindustria,Gravedad
3,3.7,98.46,2,39,False,False,False,False,False,False,True,Superior no universitaria incompleta,Hombre,MADRE DE DIOS,Selva,Secano,Venta,Acopiador,Aspersion
9,25.0,20.83,30,52,False,False,True,False,False,False,True,Superior universitaria completa,Hombre,SAN MARTIN,Sierra,Gravedad,Venta,Sin ventas,No especificado
8,10.0,0.0,20,31,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,CAJAMARCA,Selva,Gravedad,Autoconsumo,Acopiador,Secano
8,1.98,0.0,15,35,False,False,True,False,False,True,True,Secundaria incompleta,Hombre,SAN MARTIN,Costa,No especificado,Otro,Acopiador,Secano
2,7.94,0.0,11,79,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,AREQUIPA,Sierra,Goteo,Venta,Sin ventas,Secano
2,2.0,47.27,12,61,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,PIURA,Selva,Secano,Venta,Sin ventas,Gravedad
1,7.46,100.0,8,70,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,JUNIN,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
1,19.25,61.71,40,61,False,False,False,False,False,False,True,Superior universitaria completa,Hombre,LIMA,Costa,Goteo,Venta,Acopiador,Gravedad
1,51.0,100.0,33,40,False,False,False,False,False,False,False,Superior universitaria completa,Mujer,MOQUEGUA,Sierra,Gravedad,Venta,Acopiador,Secano
2,1.5,99.05,4,46,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Gravedad,Venta,Acopiador,Secano
7,3.3,100.0,20,58,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Costa,Aspersion,Venta,Consumidor final,Secano
1,3.5,100.0,23,67,False,True,True,False,False,False,False,Primaria completa,Hombre,APURIMAC,Sierra,Secano,Venta,Empresa/Agroindustria,Otro
2,9.0,100.0,8,59,False,False,True,False,False,False,True,Secundaria completa,Hombre,TACNA,Sierra,Gravedad,Venta,Acopiador,Gravedad
1,1.3,99.2,42,64,False,False,True,False,False,False,False,Superior no universitaria incompleta,Hombre,AREQUIPA,Costa,Goteo,Autoconsumo,Acopiador,Secano
1,2.83,0.0,5,55,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Selva,Gravedad,Venta,Acopiador,Secano
6,0.53,98.27,25,63,False,False,True,False,False,False,False,Primaria incompleta,Mujer,ICA,Sierra,Gravedad,Venta,Sin ventas,No especificado
1,1.26,81.41,4,61,False,False,True,False,False,False,False,Secundaria completa,Mujer,HUANCAVELICA,Selva,Gravedad,Venta,Sin ventas,Gravedad
3,13.0,0.0,40,45,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Selva,Secano,Venta,Sin ventas,Gravedad
4,21.0,100.0,8,64,False,True,True,False,False,False,False,Secundaria completa,Mujer,AYACUCHO,Sierra,Secano,Venta,Acopiador,Aspersion
3,12.0,0.0,35,54,False,False,False,False,False,False,False,Secundaria completa,Hombre,LA LIBERTAD,Sierra,Aspersion,Venta,Comerciante minorista,Secano
1,4.45,0.0,18,46,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Gravedad,Venta,Acopiador,Gravedad
2,0.48,0.0,30,59,False,True,True,False,False,False,False,Superior universitaria incompleta,Hombre,APURIMAC,Selva,Gravedad,Venta,Comerciante minorista,Otro
6,1.01,97.18,34,66,False,False,False,False,True,False,False,Secundaria completa,Hombre,PUNO,Sierra,Secano,Otro,Acopiador,Gravedad
2,2.94,20.71,8,47,False,False,True,False,False,False,False,Primaria completa,Hombre,LA LIBERTAD,Costa,Secano,Venta,Comerciante minorista,Gravedad
1,8.19,100.0,3,52,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,AMAZONAS,Selva,Aspersion,Venta,Sin ventas,Gravedad
4,10.4,100.0,30,50,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Sin ventas,Gravedad
1,49.0,85.27,24,35,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Otro,Otro,Acopiador,Secano
2,254.0,100.0,13,46,False,True,True,False,False,False,False,Superior universitaria incompleta,Mujer,SAN MARTIN,Selva,Secano,Otro,Acopiador,Gravedad
2,25.0,99.9,30,39,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
3,0.79,94.87,20,45,False,False,False,True,False,False,False,Sin nivel,Hombre,CAJAMARCA,Costa,Secano,Autoconsumo,Acopiador,No especificado
1,2.05,100.0,39,34,False,False,True,False,False,False,False,Sin nivel,Hombre,HUANCAVELICA,Costa,Gravedad,Otro,Comerciante mayorista,Goteo
8,5.0,0.0,45,62,False,False,False,False,False,False,False,Primaria incompleta,Hombre,PUNO,Costa,Gravedad,Venta,Comerciante mayorista,No especificado
2,4.0,99.98,63,47,False,False,True,False,False,False,False,Primaria completa,Hombre,CAJAMARCA,Selva,Gravedad,Otro,Sin ventas,Secano
2,83.5,0.0,8,56,False,False,True,False,False,False,True,Primaria completa,Hombre,AREQUIPA,Selva,Gravedad,Venta,Acopiador,No especificado
2,56.5,99.67,58,46,False,False,True,False,False,False,False,Secundaria completa,Mujer,TACNA,Sierra,Gravedad,Otro,Consumidor final,Gravedad
2,4.5,12.66,16,47,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,TUMBES,Selva,Gravedad,Autoconsumo,Acopiador,Gravedad
1,27.0,0.0,25,34,False,True,False,False,False,False,False,Primaria completa,Hombre,CAJAMARCA,Costa,Gravedad,Autoconsumo,Acopiador,Gravedad
1,23.8,94.57,5,65,False,False,True,False,False,False,False,Primaria completa,Hombre,HUANUCO,Sierra,Gravedad,Otro,Acopiador,Gravedad
5,0.8,99.6,30,48,False,False,True,False,False,False,False,Primaria completa,Hombre,CAJAMARCA,Costa,Secano,Venta,Comerciante mayorista,Secano
1,16.0,97.0,48,62,False,False,True,False,False,False,True,Secundaria completa,Hombre,PIURA,Sierra,Gravedad,Venta,Acopiador,Aspersion
3,31.0,99.47,40,65,False,False,True,False,False,False,False,Secundaria completa,Mujer,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
1,5.0,97.5,2,22,False,True,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,No especificado,Autoconsumo,Comerciante minorista,No especificado
4,2.2,97.79,8,37,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,AYACUCHO,Costa,Gravedad,Otro,Comerciante mayorista,Gravedad
4,19.0,0.0,15,71,False,False,True,False,True,False,False,Secundaria completa,Hombre,MADRE DE DIOS,Sierra,Secano,Venta,Comerciante minorista,Aspersion
1,2.46,99.19,20,41,False,False,False,False,False,False,False,Secundaria completa,Hombre,PIURA,Costa,Secano,Otro,Sin ventas,No especificado
1,9.07,99.26,8,46,False,False,True,False,False,False,False,Primaria completa,Hombre,TACNA,Selva,Secano,Venta,Acopiador,Secano
16,1.94,100.0,20,62,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Sierra,Secano,Venta,Consumidor final,Gravedad
1,6.69,100.0,27,66,False,False,False,False,False,False,True,Secundaria completa,Hombre,UCAYALI,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
2,4.8,0.0,30,51,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,JUNIN,Costa,Secano,Venta,Sin ventas,Gravedad
3,5.4,0.0,20,66,False,False,True,False,False,False,False,Secundaria completa,Mujer,TUMBES,Costa,Gravedad,Venta,Comerciante mayorista,Secano
10,3.75,97.83,43,68,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,UCAYALI,Selva,Gravedad,Otro,Acopiador,Secano
2,44.0,99.84,30,27,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,CUSCO,Costa,Goteo,Autoconsumo,Comerciante mayorista,Gravedad
1,4.18,98.65,5,33,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,SAN MARTIN,Selva,Secano,Venta,Sin ventas,Gravedad
5,10.0,0.0,25,56,False,False,False,False,False,False,False,Primaria incompleta,Hombre,LIMA,Costa,Secano,Otro,Sin ventas,Goteo
4,5.5,68.59,20,49,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ICA,Costa,Aspersion,Venta,Sin ventas,Aspersion
1,3.25,100.0,26,71,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,TACNA,Sierra,Secano,Otro,Consumidor final,Secano
1,14.0,100.0,16,43,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,HUANUCO,Sierra,Aspersion,Autoconsumo,Comerciante minorista,Goteo
2,3.1,100.0,36,37,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PASCO,Sierra,Secano,Autoconsumo,Acopiador,Gravedad
10,150.0,99.75,30,52,False,True,False,False,False,False,False,Primaria incompleta,Hombre,TUMBES,Sierra,Secano,Otro,Comerciante mayorista,Aspersion
1,3.2,86.08,38,75,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LA LIBERTAD,Costa,Secano,Venta,Comerciante mayorista,No especificado
1,0.86,0.0,22,60,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,SAN MARTIN,Sierra,Goteo,Venta,Sin ventas,Aspersion
1,0.2,0.0,25,61,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Costa,Goteo,Otro,Sin ventas,Aspersion
1,1.38,0.0,33,43,False,True,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Selva,No especificado,Venta,Comerciante mayorista,Gravedad
2,0.4,0.0,50,57,False,False,True,False,False,False,False,Primaria completa,Hombre,UCAYALI,Selva,No especificado,Venta,Acopiador,Secano
1,3.38,80.18,35,51,False,False,True,False,False,False,False,Secundaria completa,Hombre,HUANUCO,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
4,1.5,95.84,36,76,False,False,True,False,False,False,False,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Comerciante minorista,Secano
4,50.0,85.97,30,66,False,True,True,False,False,True,False,Primaria completa,Hombre,JUNIN,Costa,Gravedad,Venta,Acopiador,Secano
3,16.5,0.0,10,51,False,False,True,True,False,False,False,Secundaria completa,Hombre,PASCO,Costa,Gravedad,Venta,Comerciante minorista,Otro
3,1.75,31.09,24,48,False,False,True,True,False,False,True,Primaria completa,Hombre,UCAYALI,Selva,Secano,Venta,Sin ventas,Secano
4,0.58,91.78,22,70,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,CAJAMARCA,Sierra,Secano,Venta,Empresa/Agroindustria,Aspersion
2,0.88,100.0,15,42,False,False,True,False,False,False,False,Primaria incompleta,Hombre,ICA,Selva,Secano,Venta,Comerciante minorista,Gravedad
2,16.6,98.34,23,70,False,True,True,False,False,False,False,Secundaria incompleta,Mujer,ANCASH,Selva,Aspersion,Venta,Acopiador,Gravedad
2,10.85,0.0,3,51,False,False,True,False,False,False,False,Secundaria completa,Hombre,CUSCO,Selva,Gravedad,Venta,Acopiador,MicroAspersion
1,14.66,90.25,23,30,False,False,True,False,False,False,False,Primaria completa,Hombre,AMAZONAS,Sierra,Secano,Venta,Consumidor final,Aspersion
3,5.1,0.0,1,61,False,False,True,False,False,False,False,Primaria incompleta,Hombre,MADRE DE DIOS,Sierra,No especificado,Venta,Acopiador,Gravedad
2,2.0,0.0,23,43,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Costa,No especificado,Venta,Acopiador,Goteo
3,25.0,88.41,28,63,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Costa,Aspersion,Otro,Sin ventas,Gravedad
3,21.18,91.47,5,57,False,False,False,False,False,False,True,Primaria completa,Hombre,AREQUIPA,Selva,Secano,Autoconsumo,Acopiador,Aspersion
2,1.82,81.79,40,71,False,False,False,False,False,False,False,Secundaria completa,Mujer,AYACUCHO,Costa,Secano,Venta,Sin ventas,Secano
2,19.5,97.48,20,76,False,False,True,True,False,False,False,Superior universitaria completa,Mujer,CAJAMARCA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
9,61.0,1.7,28,60,False,True,True,False,False,False,False,Superior universitaria completa,Mujer,PIURA,Sierra,Secano,Venta,Comerciante mayorista,Secano
1,5.5,0.0,35,48,False,False,True,False,False,False,False,Secundaria completa,Hombre,PIURA,Sierra,Otro,Venta,Comerciante mayorista,Gravedad
3,91.0,100.0,38,47,False,False,True,True,False,False,False,Secundaria completa,Hombre,PASCO,Costa,Aspersion,Venta,Acopiador,Gravedad
3,4.5,99.34,15,50,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Goteo,Venta,Sin ventas,No especificado
5,5.0,94.37,40,48,False,False,False,False,False,False,False,Superior no universitaria incompleta,Hombre,JUNIN,Costa,Secano,Venta,Sin ventas,No especificado
7,30.0,92.13,20,73,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,PIURA,Selva,No especificado,Venta,Acopiador,Gravedad
5,9.5,0.0,20,33,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,SAN MARTIN,Sierra,Secano,Venta,Comerciante mayorista,Goteo
2,12.3,100.0,26,53,False,False,False,False,False,False,False,Primaria incompleta,Hombre,APURIMAC,Sierra,Secano,Venta,Acopiador,Secano
4,7.95,99.8,24,20,False,False,False,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Gravedad,Venta,Comerciante mayorista,Secano
3,75.0,98.87,40,58,False,False,False,False,False,False,False,Primaria completa,Hombre,PUNO,Selva,Secano,Otro,Sin ventas,Secano
2,7.18,68.95,50,52,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,APURIMAC,Sierra,Gravedad,Venta,Comerciante mayorista,Aspersion
5,100.0,93.33,4,46,False,False,True,False,False,False,False,Secundaria completa,Mujer,JUNIN,Costa,Secano,Venta,Acopiador,Secano
4,8.0,98.58,20,43,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,APURIMAC,Costa,Secano,Otro,Sin ventas,Gravedad
1,2.63,0.0,12,32,False,True,True,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Costa,Goteo,Venta,Comerciante mayorista,Gravedad
2,17.25,99.58,35,46,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,AYACUCHO,Selva,Gravedad,Venta,Comerciante mayorista,Otro
4,13.0,0.0,20,67,False,False,True,False,False,False,False,Secundaria completa,Hombre,TUMBES,Sierra,Gravedad,Venta,Sin ventas,Aspersion
2,6.0,39.03,30,34,False,False,False,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Gravedad,Autoconsumo,Acopiador,Secano
